id;sentence1;sentence2, etc
549;(ROOT (S (CC And) (NP (PRP you)) (VP (MD wo) (ADVP (RB n’t)) (ADVP (RB even)) (VP (VB be) (NP (DT a) (JJ good) (NN whore)) (SBAR (IN because) (S (NP (NN nobody)) (VP (VBZ wants) (S (VP (TO to))))))))))
351;(ROOT (WHNP (WHNP (WDT What) (NN kind)) (PP (IN of) (NP (NP (NN bitch) (NN ass) (NN piece)) (PP (IN of))))))
933;(ROOT (S (NP (NNP Jay)) (VP (VBD fired) (ADVP (RB back)) (PP (IN on) (NP (DT the) (NN song))) (NP (`` “) (DT No) (NN Hook) ('' ”)) (PP (IN from) (NP (NP (PRP$ his) (JJ new) (NN album)) (NP (NNP American) (NNP Gangster)))) (: :) (`` “) (NP (NN Fuck)))))
1009;(ROOT (S (`` ") (VP (UH dammit) (S (NP (NN holey)) (VP (VB look) (SBAR (IN like) (S (NP (PRP you)) (VP (VBP re) (VP (VBG riding) (NP (NN solo)))))))))))
778;(ROOT (S (NP (CD One) (NN caller)) (VP (VBD was) (VP (VBN recorded) (S (VP (VBG saying) (: :) (`` ") (S (VP (VB Listen) (ADVP (RB here)) (NP (NN bitch)))))))) (, ,)))
33;(ROOT (S (-LRB- <) (NP (NNP Fraxtil)) (-RRB- >) (VP (IN fucking) (ADVP (ADVP (NP (CD 15) (NNS minutes)) (RBR later)) (SBAR (S (NP (PRP they)) (VP (VBP 're) (VP (VBN done)))))))))
398;(ROOT (S (NP (PRP I)) (VP (VBP ’m) (NP (NP (DT a) (JJ hot) (, ,) (JJ horny) (NN MILF)) (SBAR (WHNP (WP who)) (S (VP (VBZ wants) (S (VP (TO to) (VP (VB bury) (NP (PRP$ your) (NN face)) (PP (IN in) (NP (PRP$ my)))))))))))))
538;(ROOT (S (`` ") (NP (JJ Crazy) (NN bitch)) (NP (PRP you)) (VP (VBP are) (VP (VBG going) (S (VP (TO to)))))))
970;(ROOT (S (S (NP (PRP I)) (ADVP (RB personally)) (VP (VBP do) (RB n't) (VP (VB care) (SBAR (WHNP (WP who)) (S (VP (VBZ wins))))))) (, ,) (CC but) (S (NP (PRP I)) (VP (MD ca) (RB n't) (VP (VB fucking) (VP (VB wait) (S (VP (TO to) (VP (VB see))))))))))
5;(ROOT (S (S (VP (VB Go) (VP (VB suck) (NP (DT a) (NN dick))))) (, ,) (NP (PRP you)) (VP (VBD entitled)) (, ,)))
582;(ROOT (S (NP (PRP I)) (VP (VBP am) (VP (VBG going) (S (VP (TO to) (VP (VB fuck) (NP (PRP$ your) (NN girlfriend)) (SBAR (IN because) (S (NP (PRP you)) (VP (VBD fed)))))))))))
1035;(ROOT (NP (NP (NNP rawdownloadcloneembedreportprint) (NN text)) (NP (CD 3.13) (NN KB))));(ROOT (SBAR (WHNP (WP What)) (S (NP (DT the) (NN fuck)) (VP (VBD did) (NP (PRP you))))))
113;(ROOT (S (VP (VB F**k) (NP (NP (PRP$ your) (NN f***) (NN ing) (NN Constitution)) (, ,) (VP (UH f**k) (NP (PRP$ your)))))))
397;(ROOT (S (S (NP (PRP I)) (VP (VBP fuck) (NP (DT the) (NN coconut)))) (CC and) (S (NP (PRP it)) (ADVP (RB actually)) (VP (VBZ feels) (ADJP (RB pretty) (RB damn) (JJ good)) (SBAR (RB so) (S (NP (PRP I)) (VP (VBP blow))))))))
1105;(ROOT (S (S (NP (PRP they)) (VP (VBP r) (VP (VBG coming) (PP (IN for) (NP (PRP$ u) (NN dipshit)))))) (CC and) (S (NP (PRP$ ur) (NNS kids)) (NP (: …) (PRP$ ur) (NNS days)) (VP (VBP r) (VP (VBN numbered) (: –) (NP (NP (PRP u) (VB fool) (NN nobody)) (: –) (PRP$ u) (NN tool))))) (: –)))
259;(ROOT (S (CC But) (NP (NP (NP (DT some)) (PP (IN of) (NP (PRP you)))) (, ,) (NP (NP (NNS customers)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is))))) (, ,)) (VP (VBP are) (ADJP (JJ total) (JJ fucking)))))
623;(ROOT (S (NP (NNP Mitchell)) (VP (VBD wasted) (NP (DT no) (NN time)) (PP (IN in) (S (VP (VBG diving) (PRT (RB in)) (S (VP (TO to) (VP (VB say) (SBAR (WHNP (WP what)) (S (NP (JJS most) (NNS fans)) (ADVP (RB probably)) (VP (VBD were) (ADVP (RB already)) (VP (VBG thinking) (PP (IN by) (S (VP (VBG beginning)))))))))))))) (, ,) (`` “) (FRAG (NP (NNP George)) (, ,) (S (NP (PRP you)) (ADJP (JJ heartless)))))))
137;(ROOT (S (SBAR (WHADVP (WRB When)) (S (NP (NNP Carreon)) (VP (VBD started) (S (VP (VBG masturbating)))))) (, ,) (NP (NNP Patricio)) (VP (VBD shouted)) (, ,)))
464;(ROOT (S (VP (VB FUCK) (NP (NP (NN EVERYONE)) (SBAR (WHNP (WP WHO)) (S (VP (VBZ SITS) (PP (IN ON) (NP (PRP$ THEIR) (RB FUCKING) (NNS ASSES))))))))))
796;(ROOT (S (SBAR (IN As) (S (NP (PRP they)) (VP (VBD headed) (PP (IN for) (NP (NNP Jackson)))))) (, ,) (NP (NNP Dedmon)) (ADVP (RB reportedly)) (VP (VBD shouted)) (: :)))
